employee_id,employee_address_id,employee_name,employee_phone
3,3,non,830.633.6008x4036
31,31,non1,830.633.6008x40361
32,32,non2,830.633.6008x40362
33,33,non3,830.633.6008x40363
34,34,non4,830.633.6008x40364
35,35,non5,830.633.6008x40365
36,36,non6,830.633.6008x40366
37,37,non7,830.633.6008x40367
38,38,non8,830.633.6008x40368
39,39,non9,830.633.6008x40369
10003,10003,non1,830.633.6008x40361
100031,100031,non11,830.633.6008x403611
100032,100032,non12,830.633.6008x403612
100033,100033,non13,830.633.6008x403613
100034,100034,non14,830.633.6008x403614
100035,100035,non15,830.633.6008x403615
100036,100036,non16,830.633.6008x403616
100037,100037,non17,830.633.6008x403617
100038,100038,non18,830.633.6008x403618
100039,100039,non19,830.633.6008x403619
20003,20003,non2,830.633.6008x40362
200031,200031,non21,830.633.6008x403621
200032,200032,non22,830.633.6008x403622
200033,200033,non23,830.633.6008x403623
200034,200034,non24,830.633.6008x403624
200035,200035,non25,830.633.6008x403625
200036,200036,non26,830.633.6008x403626
200037,200037,non27,830.633.6008x403627
200038,200038,non28,830.633.6008x403628
200039,200039,non29,830.633.6008x403629
30003,30003,non3,830.633.6008x40363
300031,300031,non31,830.633.6008x403631
300032,300032,non32,830.633.6008x403632
300033,300033,non33,830.633.6008x403633
300034,300034,non34,830.633.6008x403634
300035,300035,non35,830.633.6008x403635
300036,300036,non36,830.633.6008x403636
300037,300037,non37,830.633.6008x403637
300038,300038,non38,830.633.6008x403638
300039,300039,non39,830.633.6008x403639
40003,40003,non4,830.633.6008x40364
400031,400031,non41,830.633.6008x403641
400032,400032,non42,830.633.6008x403642
400033,400033,non43,830.633.6008x403643
400034,400034,non44,830.633.6008x403644
400035,400035,non45,830.633.6008x403645
400036,400036,non46,830.633.6008x403646
400037,400037,non47,830.633.6008x403647
400038,400038,non48,830.633.6008x403648
400039,400039,non49,830.633.6008x403649
4,4,expedita,886-704-8208x967
41,41,expedita1,886-704-8208x9671
42,42,expedita2,886-704-8208x9672
43,43,expedita3,886-704-8208x9673
44,44,expedita4,886-704-8208x9674
45,45,expedita5,886-704-8208x9675
46,46,expedita6,886-704-8208x9676
47,47,expedita7,886-704-8208x9677
48,48,expedita8,886-704-8208x9678
49,49,expedita9,886-704-8208x9679
10004,10004,expedita1,886-704-8208x9671
100041,100041,expedita11,886-704-8208x96711
100042,100042,expedita12,886-704-8208x96712
100043,100043,expedita13,886-704-8208x96713
100044,100044,expedita14,886-704-8208x96714
100045,100045,expedita15,886-704-8208x96715
100046,100046,expedita16,886-704-8208x96716
100047,100047,expedita17,886-704-8208x96717
100048,100048,expedita18,886-704-8208x96718
100049,100049,expedita19,886-704-8208x96719
20004,20004,expedita2,886-704-8208x9672
200041,200041,expedita21,886-704-8208x96721
200042,200042,expedita22,886-704-8208x96722
200043,200043,expedita23,886-704-8208x96723
200044,200044,expedita24,886-704-8208x96724
200045,200045,expedita25,886-704-8208x96725
200046,200046,expedita26,886-704-8208x96726
200047,200047,expedita27,886-704-8208x96727
200048,200048,expedita28,886-704-8208x96728
200049,200049,expedita29,886-704-8208x96729
30004,30004,expedita3,886-704-8208x9673
300041,300041,expedita31,886-704-8208x96731
300042,300042,expedita32,886-704-8208x96732
300043,300043,expedita33,886-704-8208x96733
300044,300044,expedita34,886-704-8208x96734
300045,300045,expedita35,886-704-8208x96735
300046,300046,expedita36,886-704-8208x96736
300047,300047,expedita37,886-704-8208x96737
300048,300048,expedita38,886-704-8208x96738
300049,300049,expedita39,886-704-8208x96739
40004,40004,expedita4,886-704-8208x9674
400041,400041,expedita41,886-704-8208x96741
400042,400042,expedita42,886-704-8208x96742
400043,400043,expedita43,886-704-8208x96743
400044,400044,expedita44,886-704-8208x96744
400045,400045,expedita45,886-704-8208x96745
400046,400046,expedita46,886-704-8208x96746
400047,400047,expedita47,886-704-8208x96747
400048,400048,expedita48,886-704-8208x96748
400049,400049,expedita49,886-704-8208x96749
5,5,non,823-812-4090x137
51,51,non1,823-812-4090x1371
52,52,non2,823-812-4090x1372
53,53,non3,823-812-4090x1373
54,54,non4,823-812-4090x1374
55,55,non5,823-812-4090x1375
56,56,non6,823-812-4090x1376
57,57,non7,823-812-4090x1377
58,58,non8,823-812-4090x1378
59,59,non9,823-812-4090x1379
10005,10005,non1,823-812-4090x1371
100051,100051,non11,823-812-4090x13711
100052,100052,non12,823-812-4090x13712
100053,100053,non13,823-812-4090x13713
100054,100054,non14,823-812-4090x13714
100055,100055,non15,823-812-4090x13715
100056,100056,non16,823-812-4090x13716
100057,100057,non17,823-812-4090x13717
100058,100058,non18,823-812-4090x13718
100059,100059,non19,823-812-4090x13719
20005,20005,non2,823-812-4090x1372
200051,200051,non21,823-812-4090x13721
200052,200052,non22,823-812-4090x13722
200053,200053,non23,823-812-4090x13723
200054,200054,non24,823-812-4090x13724
200055,200055,non25,823-812-4090x13725
200056,200056,non26,823-812-4090x13726
200057,200057,non27,823-812-4090x13727
200058,200058,non28,823-812-4090x13728
200059,200059,non29,823-812-4090x13729
30005,30005,non3,823-812-4090x1373
300051,300051,non31,823-812-4090x13731
300052,300052,non32,823-812-4090x13732
300053,300053,non33,823-812-4090x13733
300054,300054,non34,823-812-4090x13734
300055,300055,non35,823-812-4090x13735
300056,300056,non36,823-812-4090x13736
300057,300057,non37,823-812-4090x13737
300058,300058,non38,823-812-4090x13738
300059,300059,non39,823-812-4090x13739
40005,40005,non4,823-812-4090x1374
400051,400051,non41,823-812-4090x13741
400052,400052,non42,823-812-4090x13742
400053,400053,non43,823-812-4090x13743
400054,400054,non44,823-812-4090x13744
400055,400055,non45,823-812-4090x13745
400056,400056,non46,823-812-4090x13746
400057,400057,non47,823-812-4090x13747
400058,400058,non48,823-812-4090x13748
400059,400059,non49,823-812-4090x13749
6,6,maiores,1-813-565-9672
61,61,maiores1,1-813-565-96721
62,62,maiores2,1-813-565-96722
63,63,maiores3,1-813-565-96723
64,64,maiores4,1-813-565-96724
65,65,maiores5,1-813-565-96725
66,66,maiores6,1-813-565-96726
67,67,maiores7,1-813-565-96727
68,68,maiores8,1-813-565-96728
69,69,maiores9,1-813-565-96729
10006,10006,maiores1,1-813-565-96721
100061,100061,maiores11,1-813-565-967211
100062,100062,maiores12,1-813-565-967212
100063,100063,maiores13,1-813-565-967213
100064,100064,maiores14,1-813-565-967214
100065,100065,maiores15,1-813-565-967215
100066,100066,maiores16,1-813-565-967216
100067,100067,maiores17,1-813-565-967217
100068,100068,maiores18,1-813-565-967218
100069,100069,maiores19,1-813-565-967219
20006,20006,maiores2,1-813-565-96722
200061,200061,maiores21,1-813-565-967221
200062,200062,maiores22,1-813-565-967222
200063,200063,maiores23,1-813-565-967223
200064,200064,maiores24,1-813-565-967224
200065,200065,maiores25,1-813-565-967225
200066,200066,maiores26,1-813-565-967226
200067,200067,maiores27,1-813-565-967227
200068,200068,maiores28,1-813-565-967228
200069,200069,maiores29,1-813-565-967229
30006,30006,maiores3,1-813-565-96723
300061,300061,maiores31,1-813-565-967231
300062,300062,maiores32,1-813-565-967232
300063,300063,maiores33,1-813-565-967233
300064,300064,maiores34,1-813-565-967234
300065,300065,maiores35,1-813-565-967235
300066,300066,maiores36,1-813-565-967236
300067,300067,maiores37,1-813-565-967237
300068,300068,maiores38,1-813-565-967238
300069,300069,maiores39,1-813-565-967239
40006,40006,maiores4,1-813-565-96724
400061,400061,maiores41,1-813-565-967241
400062,400062,maiores42,1-813-565-967242
400063,400063,maiores43,1-813-565-967243
400064,400064,maiores44,1-813-565-967244
400065,400065,maiores45,1-813-565-967245
400066,400066,maiores46,1-813-565-967246
400067,400067,maiores47,1-813-565-967247
400068,400068,maiores48,1-813-565-967248
400069,400069,maiores49,1-813-565-967249
7,7,explicabo,415-254-0977
71,71,explicabo1,415-254-09771
72,72,explicabo2,415-254-09772
73,73,explicabo3,415-254-09773
74,74,explicabo4,415-254-09774
75,75,explicabo5,415-254-09775
76,76,explicabo6,415-254-09776
77,77,explicabo7,415-254-09777
78,78,explicabo8,415-254-09778
79,79,explicabo9,415-254-09779
10007,10007,explicabo1,415-254-09771
100071,100071,explicabo11,415-254-097711
100072,100072,explicabo12,415-254-097712
100073,100073,explicabo13,415-254-097713
100074,100074,explicabo14,415-254-097714
100075,100075,explicabo15,415-254-097715
100076,100076,explicabo16,415-254-097716
100077,100077,explicabo17,415-254-097717
100078,100078,explicabo18,415-254-097718
100079,100079,explicabo19,415-254-097719
20007,20007,explicabo2,415-254-09772
200071,200071,explicabo21,415-254-097721
200072,200072,explicabo22,415-254-097722
200073,200073,explicabo23,415-254-097723
200074,200074,explicabo24,415-254-097724
200075,200075,explicabo25,415-254-097725
200076,200076,explicabo26,415-254-097726
200077,200077,explicabo27,415-254-097727
200078,200078,explicabo28,415-254-097728
200079,200079,explicabo29,415-254-097729
30007,30007,explicabo3,415-254-09773
300071,300071,explicabo31,415-254-097731
300072,300072,explicabo32,415-254-097732
300073,300073,explicabo33,415-254-097733
300074,300074,explicabo34,415-254-097734
300075,300075,explicabo35,415-254-097735
300076,300076,explicabo36,415-254-097736
300077,300077,explicabo37,415-254-097737
300078,300078,explicabo38,415-254-097738
300079,300079,explicabo39,415-254-097739
40007,40007,explicabo4,415-254-09774
400071,400071,explicabo41,415-254-097741
400072,400072,explicabo42,415-254-097742
400073,400073,explicabo43,415-254-097743
400074,400074,explicabo44,415-254-097744
400075,400075,explicabo45,415-254-097745
400076,400076,explicabo46,415-254-097746
400077,400077,explicabo47,415-254-097747
400078,400078,explicabo48,415-254-097748
400079,400079,explicabo49,415-254-097749
8,8,vero,07052339716
81,81,vero1,070523397161
82,82,vero2,070523397162
83,83,vero3,070523397163
84,84,vero4,070523397164
85,85,vero5,070523397165
86,86,vero6,070523397166
87,87,vero7,070523397167
88,88,vero8,070523397168
89,89,vero9,070523397169
10008,10008,vero1,070523397161
100081,100081,vero11,0705233971611
100082,100082,vero12,0705233971612
100083,100083,vero13,0705233971613
100084,100084,vero14,0705233971614
100085,100085,vero15,0705233971615
100086,100086,vero16,0705233971616
100087,100087,vero17,0705233971617
100088,100088,vero18,0705233971618
100089,100089,vero19,0705233971619
20008,20008,vero2,070523397162
200081,200081,vero21,0705233971621
200082,200082,vero22,0705233971622
200083,200083,vero23,0705233971623
200084,200084,vero24,0705233971624
200085,200085,vero25,0705233971625
200086,200086,vero26,0705233971626
200087,200087,vero27,0705233971627
200088,200088,vero28,0705233971628
200089,200089,vero29,0705233971629
30008,30008,vero3,070523397163
300081,300081,vero31,0705233971631
300082,300082,vero32,0705233971632
300083,300083,vero33,0705233971633
300084,300084,vero34,0705233971634
300085,300085,vero35,0705233971635
300086,300086,vero36,0705233971636
300087,300087,vero37,0705233971637
300088,300088,vero38,0705233971638
300089,300089,vero39,0705233971639
40008,40008,vero4,070523397164
400081,400081,vero41,0705233971641
400082,400082,vero42,0705233971642
400083,400083,vero43,0705233971643
400084,400084,vero44,0705233971644
400085,400085,vero45,0705233971645
400086,400086,vero46,0705233971646
400087,400087,vero47,0705233971647
400088,400088,vero48,0705233971648
400089,400089,vero49,0705233971649
9,9,alias,(203)572-0491
91,91,alias1,(203)572-04911
92,92,alias2,(203)572-04912
93,93,alias3,(203)572-04913
94,94,alias4,(203)572-04914
95,95,alias5,(203)572-04915
96,96,alias6,(203)572-04916
97,97,alias7,(203)572-04917
98,98,alias8,(203)572-04918
99,99,alias9,(203)572-04919
10009,10009,alias1,(203)572-04911
100091,100091,alias11,(203)572-049111
100092,100092,alias12,(203)572-049112
100093,100093,alias13,(203)572-049113
100094,100094,alias14,(203)572-049114
100095,100095,alias15,(203)572-049115
100096,100096,alias16,(203)572-049116
100097,100097,alias17,(203)572-049117
100098,100098,alias18,(203)572-049118
100099,100099,alias19,(203)572-049119
20009,20009,alias2,(203)572-04912
200091,200091,alias21,(203)572-049121
200092,200092,alias22,(203)572-049122
200093,200093,alias23,(203)572-049123
200094,200094,alias24,(203)572-049124
200095,200095,alias25,(203)572-049125
200096,200096,alias26,(203)572-049126
200097,200097,alias27,(203)572-049127
200098,200098,alias28,(203)572-049128
200099,200099,alias29,(203)572-049129
30009,30009,alias3,(203)572-04913
300091,300091,alias31,(203)572-049131
300092,300092,alias32,(203)572-049132
300093,300093,alias33,(203)572-049133
300094,300094,alias34,(203)572-049134
300095,300095,alias35,(203)572-049135
300096,300096,alias36,(203)572-049136
300097,300097,alias37,(203)572-049137
300098,300098,alias38,(203)572-049138
300099,300099,alias39,(203)572-049139
40009,40009,alias4,(203)572-04914
400091,400091,alias41,(203)572-049141
400092,400092,alias42,(203)572-049142
400093,400093,alias43,(203)572-049143
400094,400094,alias44,(203)572-049144
400095,400095,alias45,(203)572-049145
400096,400096,alias46,(203)572-049146
400097,400097,alias47,(203)572-049147
400098,400098,alias48,(203)572-049148
400099,400099,alias49,(203)572-049149
10,10,atque,(298)439-2732
101,101,atque1,(298)439-27321
102,102,atque2,(298)439-27322
103,103,atque3,(298)439-27323
104,104,atque4,(298)439-27324
105,105,atque5,(298)439-27325
106,106,atque6,(298)439-27326
107,107,atque7,(298)439-27327
108,108,atque8,(298)439-27328
109,109,atque9,(298)439-27329
10010,10010,atque1,(298)439-27321
100101,100101,atque11,(298)439-273211
100102,100102,atque12,(298)439-273212
100103,100103,atque13,(298)439-273213
100104,100104,atque14,(298)439-273214
100105,100105,atque15,(298)439-273215
100106,100106,atque16,(298)439-273216
100107,100107,atque17,(298)439-273217
100108,100108,atque18,(298)439-273218
100109,100109,atque19,(298)439-273219
20010,20010,atque2,(298)439-27322
200101,200101,atque21,(298)439-273221
200102,200102,atque22,(298)439-273222
200103,200103,atque23,(298)439-273223
200104,200104,atque24,(298)439-273224
200105,200105,atque25,(298)439-273225
200106,200106,atque26,(298)439-273226
200107,200107,atque27,(298)439-273227
200108,200108,atque28,(298)439-273228
200109,200109,atque29,(298)439-273229
30010,30010,atque3,(298)439-27323
300101,300101,atque31,(298)439-273231
300102,300102,atque32,(298)439-273232
300103,300103,atque33,(298)439-273233
300104,300104,atque34,(298)439-273234
300105,300105,atque35,(298)439-273235
300106,300106,atque36,(298)439-273236
300107,300107,atque37,(298)439-273237
300108,300108,atque38,(298)439-273238
300109,300109,atque39,(298)439-273239
40010,40010,atque4,(298)439-27324
400101,400101,atque41,(298)439-273241
400102,400102,atque42,(298)439-273242
400103,400103,atque43,(298)439-273243
400104,400104,atque44,(298)439-273244
400105,400105,atque45,(298)439-273245
400106,400106,atque46,(298)439-273246
400107,400107,atque47,(298)439-273247
400108,400108,atque48,(298)439-273248
400109,400109,atque49,(298)439-273249
11,11,est,389.820.8097
111,111,est1,389.820.80971
112,112,est2,389.820.80972
113,113,est3,389.820.80973
114,114,est4,389.820.80974
115,115,est5,389.820.80975
116,116,est6,389.820.80976
117,117,est7,389.820.80977
118,118,est8,389.820.80978
119,119,est9,389.820.80979
10011,10011,est1,389.820.80971
100111,100111,est11,389.820.809711
100112,100112,est12,389.820.809712
100113,100113,est13,389.820.809713
100114,100114,est14,389.820.809714
100115,100115,est15,389.820.809715
100116,100116,est16,389.820.809716
100117,100117,est17,389.820.809717
100118,100118,est18,389.820.809718
100119,100119,est19,389.820.809719
20011,20011,est2,389.820.80972
200111,200111,est21,389.820.809721
200112,200112,est22,389.820.809722
200113,200113,est23,389.820.809723
200114,200114,est24,389.820.809724
200115,200115,est25,389.820.809725
200116,200116,est26,389.820.809726
200117,200117,est27,389.820.809727
200118,200118,est28,389.820.809728
200119,200119,est29,389.820.809729
30011,30011,est3,389.820.80973
300111,300111,est31,389.820.809731
300112,300112,est32,389.820.809732
300113,300113,est33,389.820.809733
300114,300114,est34,389.820.809734
300115,300115,est35,389.820.809735
300116,300116,est36,389.820.809736
300117,300117,est37,389.820.809737
300118,300118,est38,389.820.809738
300119,300119,est39,389.820.809739
40011,40011,est4,389.820.80974
400111,400111,est41,389.820.809741
400112,400112,est42,389.820.809742
400113,400113,est43,389.820.809743
400114,400114,est44,389.820.809744
400115,400115,est45,389.820.809745
400116,400116,est46,389.820.809746
400117,400117,est47,389.820.809747
400118,400118,est48,389.820.809748
400119,400119,est49,389.820.809749
12,12,repellat,025-357-4747x7942
121,121,repellat1,025-357-4747x79421
122,122,repellat2,025-357-4747x79422
123,123,repellat3,025-357-4747x79423
124,124,repellat4,025-357-4747x79424
125,125,repellat5,025-357-4747x79425
126,126,repellat6,025-357-4747x79426
127,127,repellat7,025-357-4747x79427
128,128,repellat8,025-357-4747x79428
129,129,repellat9,025-357-4747x79429
10012,10012,repellat1,025-357-4747x79421
100121,100121,repellat11,025-357-4747x794211
100122,100122,repellat12,025-357-4747x794212
100123,100123,repellat13,025-357-4747x794213
100124,100124,repellat14,025-357-4747x794214
100125,100125,repellat15,025-357-4747x794215
100126,100126,repellat16,025-357-4747x794216
100127,100127,repellat17,025-357-4747x794217
100128,100128,repellat18,025-357-4747x794218
100129,100129,repellat19,025-357-4747x794219
20012,20012,repellat2,025-357-4747x79422
200121,200121,repellat21,025-357-4747x794221
200122,200122,repellat22,025-357-4747x794222
200123,200123,repellat23,025-357-4747x794223
200124,200124,repellat24,025-357-4747x794224
200125,200125,repellat25,025-357-4747x794225
200126,200126,repellat26,025-357-4747x794226
200127,200127,repellat27,025-357-4747x794227
200128,200128,repellat28,025-357-4747x794228
200129,200129,repellat29,025-357-4747x794229
30012,30012,repellat3,025-357-4747x79423
300121,300121,repellat31,025-357-4747x794231
300122,300122,repellat32,025-357-4747x794232
300123,300123,repellat33,025-357-4747x794233
300124,300124,repellat34,025-357-4747x794234
300125,300125,repellat35,025-357-4747x794235
300126,300126,repellat36,025-357-4747x794236
300127,300127,repellat37,025-357-4747x794237
300128,300128,repellat38,025-357-4747x794238
300129,300129,repellat39,025-357-4747x794239
40012,40012,repellat4,025-357-4747x79424
400121,400121,repellat41,025-357-4747x794241
400122,400122,repellat42,025-357-4747x794242
400123,400123,repellat43,025-357-4747x794243
400124,400124,repellat44,025-357-4747x794244
400125,400125,repellat45,025-357-4747x794245
400126,400126,repellat46,025-357-4747x794246
400127,400127,repellat47,025-357-4747x794247
400128,400128,repellat48,025-357-4747x794248
400129,400129,repellat49,025-357-4747x794249
13,13,fugit,09570043809
131,131,fugit1,095700438091
132,132,fugit2,095700438092
133,133,fugit3,095700438093
134,134,fugit4,095700438094
135,135,fugit5,095700438095
136,136,fugit6,095700438096
137,137,fugit7,095700438097
138,138,fugit8,095700438098
139,139,fugit9,095700438099
10013,10013,fugit1,095700438091
100131,100131,fugit11,0957004380911
100132,100132,fugit12,0957004380912
100133,100133,fugit13,0957004380913
100134,100134,fugit14,0957004380914
100135,100135,fugit15,0957004380915
100136,100136,fugit16,0957004380916
100137,100137,fugit17,0957004380917
100138,100138,fugit18,0957004380918
100139,100139,fugit19,0957004380919
20013,20013,fugit2,095700438092
200131,200131,fugit21,0957004380921
200132,200132,fugit22,0957004380922
200133,200133,fugit23,0957004380923
200134,200134,fugit24,0957004380924
200135,200135,fugit25,0957004380925
200136,200136,fugit26,0957004380926
200137,200137,fugit27,0957004380927
200138,200138,fugit28,0957004380928
200139,200139,fugit29,0957004380929
30013,30013,fugit3,095700438093
300131,300131,fugit31,0957004380931
300132,300132,fugit32,0957004380932
300133,300133,fugit33,0957004380933
300134,300134,fugit34,0957004380934
300135,300135,fugit35,0957004380935
300136,300136,fugit36,0957004380936
300137,300137,fugit37,0957004380937
300138,300138,fugit38,0957004380938
300139,300139,fugit39,0957004380939
40013,40013,fugit4,095700438094
400131,400131,fugit41,0957004380941
400132,400132,fugit42,0957004380942
400133,400133,fugit43,0957004380943
400134,400134,fugit44,0957004380944
400135,400135,fugit45,0957004380945
400136,400136,fugit46,0957004380946
400137,400137,fugit47,0957004380947
400138,400138,fugit48,0957004380948
400139,400139,fugit49,0957004380949
14,14,explicabo,746.261.9103x59541
141,141,explicabo1,746.261.9103x595411
142,142,explicabo2,746.261.9103x595412
143,143,explicabo3,746.261.9103x595413
144,144,explicabo4,746.261.9103x595414
145,145,explicabo5,746.261.9103x595415
146,146,explicabo6,746.261.9103x595416
147,147,explicabo7,746.261.9103x595417
148,148,explicabo8,746.261.9103x595418
149,149,explicabo9,746.261.9103x595419
10014,10014,explicabo1,746.261.9103x595411
100141,100141,explicabo11,746.261.9103x5954111
100142,100142,explicabo12,746.261.9103x5954112
100143,100143,explicabo13,746.261.9103x5954113
100144,100144,explicabo14,746.261.9103x5954114
100145,100145,explicabo15,746.261.9103x5954115
100146,100146,explicabo16,746.261.9103x5954116
100147,100147,explicabo17,746.261.9103x5954117
100148,100148,explicabo18,746.261.9103x5954118
100149,100149,explicabo19,746.261.9103x5954119
20014,20014,explicabo2,746.261.9103x595412
200141,200141,explicabo21,746.261.9103x5954121
200142,200142,explicabo22,746.261.9103x5954122
200143,200143,explicabo23,746.261.9103x5954123
200144,200144,explicabo24,746.261.9103x5954124
200145,200145,explicabo25,746.261.9103x5954125
200146,200146,explicabo26,746.261.9103x5954126
200147,200147,explicabo27,746.261.9103x5954127
200148,200148,explicabo28,746.261.9103x5954128
200149,200149,explicabo29,746.261.9103x5954129
30014,30014,explicabo3,746.261.9103x595413
300141,300141,explicabo31,746.261.9103x5954131
300142,300142,explicabo32,746.261.9103x5954132
300143,300143,explicabo33,746.261.9103x5954133
300144,300144,explicabo34,746.261.9103x5954134
300145,300145,explicabo35,746.261.9103x5954135
300146,300146,explicabo36,746.261.9103x5954136
300147,300147,explicabo37,746.261.9103x5954137
300148,300148,explicabo38,746.261.9103x5954138
300149,300149,explicabo39,746.261.9103x5954139
40014,40014,explicabo4,746.261.9103x595414
400141,400141,explicabo41,746.261.9103x5954141
400142,400142,explicabo42,746.261.9103x5954142
400143,400143,explicabo43,746.261.9103x5954143
400144,400144,explicabo44,746.261.9103x5954144
400145,400145,explicabo45,746.261.9103x5954145
400146,400146,explicabo46,746.261.9103x5954146
400147,400147,explicabo47,746.261.9103x5954147
400148,400148,explicabo48,746.261.9103x5954148
400149,400149,explicabo49,746.261.9103x5954149
15,15,dicta,+20(2)4980661472
151,151,dicta1,+20(2)49806614721
152,152,dicta2,+20(2)49806614722
153,153,dicta3,+20(2)49806614723
154,154,dicta4,+20(2)49806614724
155,155,dicta5,+20(2)49806614725
156,156,dicta6,+20(2)49806614726
157,157,dicta7,+20(2)49806614727
158,158,dicta8,+20(2)49806614728
159,159,dicta9,+20(2)49806614729
10015,10015,dicta1,+20(2)49806614721
100151,100151,dicta11,+20(2)498066147211
100152,100152,dicta12,+20(2)498066147212
100153,100153,dicta13,+20(2)498066147213
100154,100154,dicta14,+20(2)498066147214
100155,100155,dicta15,+20(2)498066147215
100156,100156,dicta16,+20(2)498066147216
100157,100157,dicta17,+20(2)498066147217
100158,100158,dicta18,+20(2)498066147218
100159,100159,dicta19,+20(2)498066147219
20015,20015,dicta2,+20(2)49806614722
200151,200151,dicta21,+20(2)498066147221
200152,200152,dicta22,+20(2)498066147222
200153,200153,dicta23,+20(2)498066147223
200154,200154,dicta24,+20(2)498066147224
200155,200155,dicta25,+20(2)498066147225
200156,200156,dicta26,+20(2)498066147226
200157,200157,dicta27,+20(2)498066147227
200158,200158,dicta28,+20(2)498066147228
200159,200159,dicta29,+20(2)498066147229
30015,30015,dicta3,+20(2)49806614723
300151,300151,dicta31,+20(2)498066147231
300152,300152,dicta32,+20(2)498066147232
300153,300153,dicta33,+20(2)498066147233
300154,300154,dicta34,+20(2)498066147234
300155,300155,dicta35,+20(2)498066147235
300156,300156,dicta36,+20(2)498066147236
300157,300157,dicta37,+20(2)498066147237
300158,300158,dicta38,+20(2)498066147238
